  8946   4468
   530    550
   600    530
   581    550
   581    540
   581    550
   601    530
   581   1668
   590    540
   600   1650
   580   1670
   580   1670
   580   1670
   580   1670
   580   1670
   580    550
   581   1670
   571    550
   583   1670
   580    550
   581    540
   581   1670
   580    550
   581    550
   581    540
   581   1670
   580    550
   580   1670
   580   1670
   580    550
   574   1676
   580   1670
   601   1650
   580  39993
  8955   2260
   550  40027
